,ID,Title,Popularity,Release_Date,Vote_Average,Vote_Count
1255,458723,Us,309.012,2019-03-14,7.4,338
1256,252,Willy Wonka & the Chocolate Factory,15.178,1971-06-29,7.4,1546
1257,260,The 39 Steps,8.184,1935-06-01,7.4,368
1258,41201,The Illusionist,6.181,2010-02-16,7.4,267
1259,13475,Star Trek,17.465,2009-05-06,7.4,6240
1260,266,Contempt,7.07,1963-10-21,7.4,258
1261,12837,The Secret Life of Bees,6.426,2008-09-17,7.4,250
1262,132344,Before Midnight,8.305,2013-04-05,7.4,986
1263,61979,Three Steps Above Heaven,10.44,2010-12-03,7.4,907
1264,157354,Fruitvale Station,6.855,2013-07-25,7.4,617
1265,11202,Patton,10.055,1970-01-25,7.4,502
1266,329865,Arrival,21.154,2016-11-10,7.4,9997
1267,36040,Walkabout,6.506,1971-07-01,7.4,159
1268,140607,Star Wars: The Force Awakens,31.553,2015-12-15,7.4,12274
1269,18,The Fifth Element,25.105,1997-05-07,7.4,6013
1270,15362,Mesrine: Public Enemy #1,7.264,2008-11-19,7.4,372
1271,13446,Withnail & I,7.962,1987-06-19,7.4,249
1272,194662,Birdman,26.184,2014-08-27,7.4,7435
1273,9495,The Crow,11.719,1994-05-11,7.4,1731
1274,503314,Dragon Ball Super: Broly,7.661,2018-12-14,7.4,623
1275,339403,Baby Driver,16.112,2017-06-28,7.4,7613
1276,2757,Adaptation.,7.799,2002-12-06,7.4,1112
1277,11615,The Life of David Gale,9.311,2003-02-21,7.4,868
1278,33273,Cell 211,6.864,2009-11-06,7.4,528
1279,101299,The Hunger Games: Catching Fire,20.837,2013-11-15,7.4,10785
1280,281957,The Revenant,19.64,2015-12-25,7.4,10608
1281,2291,Jacob's Ladder,8.556,1990-11-02,7.4,642
1282,1541,Thelma & Louise,9.927,1991-05-24,7.4,1403
1283,687,Dead Man Walking,8.586,1995-12-29,7.4,611
1284,13932,Jack-Jack Attack,9.273,2005-03-15,7.4,406
1285,274109,Palm Trees in the Snow,7.064,2015-12-25,7.4,219
1286,57361,The Yellow Sea,3.99,2010-12-22,7.4,176
1287,76341,Mad Max: Fury Road,23.546,2015-05-13,7.4,13989
1288,74643,The Artist,8.534,2011-06-26,7.4,1720
1289,192,The Name of the Rose,14.683,1986-09-24,7.4,1387
1290,11881,Miracle on 34th Street,10.397,1947-10-01,7.4,289
1291,11713,Fist of Fury,11.814,1972-03-22,7.4,317
1292,27632,Black Sunday,4.662,1960-08-11,7.4,159
1293,179144,The Great Beauty,15.508,2013-05-21,7.4,1426
1294,620,Ghostbusters,17.326,1984-06-07,7.4,4339
1295,1579,Apocalypto,10.689,2006-12-07,7.4,2195
1296,7549,Fearless,9.511,2006-01-26,7.4,553
1297,13377,How the Grinch Stole Christmas!,8.922,2000-11-30,7.4,506
1298,10849,The Purple Rose of Cairo,5.578,1985-03-01,7.4,393
1299,7863,Shine,5.484,1996-08-15,7.4,262
1300,36557,Casino Royale,19.739,2006-11-14,7.4,5819
1301,258480,Carol,11.342,2015-11-20,7.4,1864
1302,10377,My Cousin Vinny,8.104,1992-03-13,7.4,613
1303,14534,Rudy,6.114,1993-09-17,7.4,265
1304,11362,The Count of Monte Cristo,11.032,2002-01-23,7.4,755
1305,763,Braindead,8.158,1992-08-13,7.4,679
1306,892,Delicatessen,6.502,1991-04-17,7.4,560
1307,1847,The Long Goodbye,7.39,1973-03-07,7.4,207
1308,239877,The Mafia Kills Only in Summer,5.342,2013-11-28,7.4,648
1309,293863,The Age of Adaline,10.385,2015-04-16,7.4,3720
1310,1594,A Shot in the Dark,5.628,1964-06-23,7.4,193
1311,13384,Kes,4.542,1969-11-18,7.4,159
1312,802,Lolita,9.223,1962-06-13,7.4,811
1313,12140,Ghost in the Shell 2: Innocence,7.284,2004-03-06,7.4,358
1314,179150,Reality,6.65,2014-08-28,7.4,200
1315,206487,Predestination,11.605,2014-08-28,7.4,3219
1316,140823,Saving Mr. Banks,8.602,2013-11-16,7.4,1966
1317,2898,As Good as It Gets,12.522,1997-12-19,7.4,1654
1318,10086,Man Bites Dog,6.559,1992-05-01,7.4,346
1319,13635,Mesrine: Killer Instinct,7.561,2008-10-22,7.4,395
1320,64956,Inception: The Cobol Job,5.231,2010-12-07,7.4,221
1321,11349,Cape Fear,7.051,1962-04-12,7.4,201
1322,190859,American Sniper,16.098,2014-12-11,7.4,7360
1323,388,Inside Man,11.708,2006-03-23,7.4,2787
1324,1923,Twin Peaks: Fire Walk with Me,10.226,1992-06-03,7.4,810
1325,417261,Forever My Girl,10.748,2018-01-26,7.4,355
1326,34653,A Single Man,7.987,2009-10-19,7.4,812
1327,145,Breaking the Waves,7.988,1996-05-13,7.4,413
1328,348678,A Man Called Ove,9.316,2015-12-25,7.4,409
1329,227306,Unbroken,10.836,2014-12-25,7.4,2164
1330,9016,Treasure Planet,10.801,2002-11-26,7.4,1807
1331,3110,Shane,7.128,1953-04-23,7.4,246
1332,11544,Lilo & Stitch,13.327,2002-06-21,7.4,2881
1333,4543,The Meaning of Life,8.951,1983-03-31,7.4,866
1334,9461,Enter the Dragon,10.072,1973-08-17,7.4,764
1335,2640,Heathers,9.207,1989-03-31,7.4,719
1336,340666,Nocturnal Animals,9.039,2016-11-04,7.4,4021
1337,9559,A Perfect World,9.514,1993-11-24,7.4,665
1338,19100,Those Happy Days,7.25,2006-06-28,7.4,485
1339,6644,El Dorado,7.053,1966-12-17,7.4,169
1340,4203,Women on the Verge of a Nervous Breakdown,10.348,1988-03-14,7.4,283
1341,395834,Wind River,15.571,2017-08-03,7.4,2281
1342,856,Who Framed Roger Rabbit,14.025,1988-06-21,7.4,2737
1343,8055,The Reader,8.864,2008-12-10,7.4,1475
1344,6916,"Watch Out, We're Mad",8.532,1974-03-29,7.4,342
1345,1116,The Wind That Shakes the Barley,6.083,2006-03-24,7.4,294
1346,193756,Lone Survivor,11.228,2013-12-24,7.4,2227
1347,289222,The Zookeeper's Wife,10.416,2017-03-31,7.4,674
1348,376290,Miss Sloane,9.211,2016-11-25,7.4,872
1349,30197,The Producers,6.283,1967-11-22,7.4,287
1350,11426,From Here to Eternity,7.089,1953-08-28,7.4,233
1351,2501,The Bourne Identity,16.161,2002-06-14,7.4,5228
1352,33701,French Fried Vacation 2,5.994,1979-11-22,7.4,587
1353,1653,The Motorcycle Diaries,8.299,2004-02-06,7.4,569
1354,433498,Papillon,14.792,2017-09-07,7.4,541
1355,271674,Suite Française,8.292,2014-11-05,7.4,635
1356,228326,The Book of Life,9.706,2014-10-01,7.4,1182
1357,318121,The Fundamentals of Caring,7.632,2016-06-16,7.4,1140
1358,284689,Testament of Youth,7.204,2014-10-14,7.4,463
1359,290542,You're Not You,6.623,2014-10-10,7.4,434
1360,7249,Futurama: Bender's Big Score,5.834,2007-11-27,7.4,307
1361,6003,Romeo and Juliet,6.05,1968-04-02,7.4,275
1362,17159,Eddie Murphy Raw,6.434,1987-11-25,7.4,153
1363,153,Lost in Translation,12.942,2003-08-31,7.4,3323
1364,329819,Standing Tall,7.157,2015-05-13,7.4,272
1365,11663,The Commitments,6.078,1991-08-14,7.4,227
1366,50848,The Names of Love,6.283,2010-11-24,7.4,152
1367,318781,Colonia,8.459,2016-02-18,7.4,1071
1368,88273,A Royal Affair,7.565,2012-03-29,7.4,434
1369,398173,The House That Jack Built,16.712,2018-10-08,7.4,601
1370,10518,Marathon Man,7.619,1976-10-06,7.4,386
1371,8741,The Thin Red Line,10.238,1998-12-25,7.4,1342
1372,152603,Only Lovers Left Alive,11.787,2013-12-12,7.4,997
1373,76758,The Flowers of War,6.994,2011-12-15,7.4,325
1374,290762,Miss You Already,5.907,2015-09-12,7.4,396
1375,340,Everything is Illuminated,6.376,2005-09-16,7.4,374
1376,2034,Training Day,10.6,2001-10-05,7.4,2691
1377,286192,Lava,9.125,2014-10-10,7.4,610
1378,488,The African Queen,8.678,1951-12-03,7.4,380
1379,335984,Blade Runner 2049,30.581,2017-10-04,7.4,6391
1380,568,Apollo 13,21.448,1995-06-30,7.4,2720
1381,12776,Johnny Stecchino,6.968,1991-10-23,7.4,476
1382,13008,An American Crime,7.27,2007-07-27,7.4,287
1383,19995,Avatar,28.695,2009-12-10,7.4,18056
1384,713,The Piano,8.423,1993-05-19,7.4,550
1385,9662,The Triplets of Belleville,7.208,2003-06-11,7.4,419
1386,332270,Battle for Sevastopol,8.201,2015-04-02,7.4,155
1387,284054,Black Panther,58.855,2018-02-13,7.4,11327
1388,658,Goldfinger,19.001,1964-09-17,7.4,1637
1389,839,Duel,7.887,1971-12-25,7.4,693
1390,8440,Carandiru,5.354,2003-03-21,7.4,198
1391,9509,Man on Fire,16.887,2004-04-23,7.4,2443
1392,621,Grease,21.313,1978-07-07,7.4,3582
1393,9075,Black Book,8.821,2006-09-01,7.4,466
1394,639,When Harry Met Sally...,10.139,1989-07-21,7.4,1847
1395,9516,Menace II Society,8.278,1993-05-26,7.4,278
1396,21191,Sin Nombre,7.439,2009-03-20,7.4,218
1397,436343,On Body and Soul,6.78,2017-03-02,7.4,213
1398,165213,New World,5.722,2013-02-21,7.4,177
1399,8356,An Affair to Remember,5.06,1957-07-11,7.4,173
1400,106,Predator,19.223,1987-06-12,7.4,3583
1401,10400,The Hurricane,8.552,1999-09-17,7.4,639
1402,4689,Sympathy for Mr. Vengeance,8.62,2002-03-29,7.4,521
1403,40794,Loose Cannons,7.201,2010-02-12,7.4,293
1404,187,Sin City,12.31,2005-04-01,7.4,4397
1405,420814,Christopher Robin,18.706,2018-08-02,7.4,1055
1406,4584,Sense and Sensibility,8.656,1995-12-13,7.4,661
1407,11589,Kelly's Heroes,9.77,1970-06-22,7.4,288
1408,75656,Now You See Me,21.664,2013-05-29,7.4,9496
1409,2899,Asterix & Obelix: Mission Cleopatra,13.836,2002-01-29,7.4,1614
1410,2666,Dark City,12.819,1998-02-27,7.4,1303
1411,10795,Tell No One,7.435,2006-11-01,7.4,594
1412,121875,In the House,7.88,2012-09-26,7.4,404
1413,8424,Love Me If You Dare,8.86,2003-09-17,7.4,1014
1414,49020,Submarine,6.285,2011-03-18,7.4,730
1415,17529,True Grit,10.102,1969-06-11,7.4,321
1416,176983,One Piece Film: Z,7.333,2012-12-15,7.4,164
1417,132363,The Butler,9.619,2013-08-16,7.4,1757
1418,304357,Woman in Gold,8.072,2015-03-20,7.4,760
1419,20246,The Stranger,7.301,1946-05-25,7.4,173
1420,2639,Deconstructing Harry,7.758,1997-12-12,7.4,332
1421,250538,The Good Lie,5.45,2014-06-27,7.4,283
1422,10654,Hair,6.641,1979-03-14,7.4,279
1423,9299,Thesis,6.672,1996-04-11,7.4,279
1424,315635,Spider-Man: Homecoming,38.267,2017-07-05,7.4,10771
1425,4476,Legends of the Fall,12.069,1994-12-16,7.4,1062
1426,11661,Joyeux Noël,7.409,2005-11-09,7.4,422
1427,1791,The Piano Teacher,8.051,2001-07-21,7.4,377
1428,2798,Oscar,5.82,1967-10-10,7.4,197
1429,259316,Fantastic Beasts and Where to Find Them,31.567,2016-11-16,7.4,11634
1430,176,Saw,16.502,2004-10-01,7.4,4603
1431,1429,25th Hour,14.029,2002-12-16,7.4,1121
1432,1677,Ray,7.943,2004-10-29,7.4,806
1433,13002,Barbie in the 12 Dancing Princesses,7.558,2006-09-19,7.4,370
1434,1254,"Don't Worry, I'm Fine",8.975,2006-09-06,7.4,308
1435,54138,Star Trek Into Darkness,15.209,2013-05-05,7.4,6028
1436,376867,Moonlight,15.007,2016-10-21,7.4,3738
1437,8810,Mad Max 2,12.582,1981-12-24,7.4,1614
1438,38234,Undisputed III: Redemption,15.601,2010-05-22,7.4,292
1439,12481,The Big Boss,10.23,1971-10-02,7.4,256
1440,690,Pickpocket,6.585,1959-12-16,7.4,160
1441,37135,Tarzan,14.399,1999-06-18,7.4,3419
1442,317442,The Last: Naruto the Movie,6.049,2014-12-06,7.4,264
1443,33997,Desert Flower,7.461,2009-09-24,7.4,156
1444,196,Back to the Future Part III,12.234,1990-05-25,7.4,5209
1445,3933,Corpse Bride,11.116,2005-09-12,7.4,4100
1446,94329,The Raid,9.73,2011-09-08,7.4,1560
1447,704,A Hard Day's Night,7.095,1964-07-06,7.4,263
1448,127533,Rurouni Kenshin,6.921,2012-08-25,7.4,241
1449,64682,The Great Gatsby,17.871,2013-05-10,7.4,6812
1450,492,Being John Malkovich,9.834,1999-10-29,7.4,1952
1451,21484,Possession,7.71,1981-05-27,7.4,298
1452,25866,The Sucker,8.778,1965-03-24,7.4,248
1453,5506,The Ladykillers,6.197,1955-12-08,7.4,173
1454,37775,"Bianco, rosso e Verdone",5.009,1981-02-20,7.4,280
1455,7862,The Counterfeiters,5.492,2007-02-09,7.4,229
1456,519035,Nappily Ever After,10.25,2018-09-21,7.4,494
1457,377273,Aquarius,6.089,2016-09-01,7.4,197
1458,82695,Les Misérables,12.378,2012-12-18,7.4,3145
1459,1669,The Hunt for Red October,9.683,1990-03-02,7.4,1497
1460,249164,If I Stay,9.185,2014-08-21,7.4,2591
1461,13041,El Topo,5.295,1970-12-18,7.4,221
1462,307081,Southpaw,15.976,2015-06-15,7.4,3308
1463,840,Close Encounters of the Third Kind,20.322,1977-11-16,7.4,1910
1464,306745,Freeheld,5.687,2015-10-02,7.4,345
1465,399404,Darkest Hour,13.464,2017-11-22,7.3,2589
1466,121986,Frances Ha,8.394,2013-05-17,7.3,599
1467,11499,Frost/Nixon,8.735,2008-10-15,7.3,559
1468,590,The Hours,11.833,2002-12-27,7.3,821
1469,15152,"OSS 117: Cairo, Nest of Spies",9.304,2006-04-19,7.3,706
1470,76543,Tyrannosaur,6.828,2011-10-07,7.3,204
1471,1359,American Psycho,12.467,2000-04-13,7.3,3909
1472,500664,Upgrade,21.682,2018-06-01,7.3,1144
1473,38142,5 Centimeters per Second,10.341,2007-03-03,7.3,800
1474,7979,The Kite Runner,7.188,2007-10-04,7.3,678
1475,51241,Heartbeats,6.3,2010-05-16,7.3,459
1476,2503,The Bourne Ultimatum,16.652,2007-08-03,7.3,4291
1477,5503,The Fugitive,11.439,1993-08-06,7.3,1985
1478,342737,20th Century Women,9.171,2016-12-28,7.3,473
1479,13151,Scooby-Doo on Zombie Island,7.893,1998-09-22,7.3,216
1480,90369,Now Is Good,6.985,2012-05-25,7.3,608
1481,11850,Invasion of the Body Snatchers,9.158,1978-12-19,7.3,374
1482,11772,The Haunting,5.254,1963-09-18,7.3,236
1483,3766,The Lady from Shanghai,7.914,1947-12-24,7.3,210
1484,248933,The Dark Valley,5.698,2014-02-14,7.3,159
1485,22538,Scott Pilgrim vs. the World,13.765,2010-07-27,7.3,3725
1486,881,A Few Good Men,9.927,1992-12-11,7.3,1531
1487,259761,Lights Out,3.843,2013-12-30,7.3,152
1488,2252,Eastern Promises,12.152,2007-09-14,7.3,1491
1489,756,Fantasia,9.728,1940-11-13,7.3,1444
1490,245168,Suffragette,6.913,2015-10-16,7.3,930
1491,10669,Deliverance,8.552,1972-07-30,7.3,698
1492,850,A Christmas Story,8.602,1983-11-18,7.3,581
1493,11644,Blow Out,6.522,1981-07-24,7.3,438
1494,14375,Romanzo criminale,7.839,2005-09-30,7.3,261
1495,17654,District 9,12.741,2009-08-05,7.3,5267
1496,392982,Marshall,8.602,2017-10-13,7.3,248
1497,312221,Creed,19.832,2015-11-25,7.3,3803
1498,11963,Three Days of the Condor,10.77,1975-09-24,7.3,439
1499,209274,Ida,6.455,2013-10-25,7.3,435
1500,10024,My Sister's Keeper,8.443,2009-06-26,7.3,1102
1501,11305,Mystery Train,7.885,1989-09-06,7.3,155
1502,161,Ocean's Eleven,18.014,2001-12-07,7.3,6361
1503,853,Enemy at the Gates,11.802,2001-03-14,7.3,1685
1504,34647,Enter the Void,9.135,2010-05-05,7.3,727
1505,10617,Once Upon a Time in China,10.623,1991-08-15,7.3,154
1506,228203,"McFarland, USA",9.133,2015-02-20,7.3,342
1507,134,"O Brother, Where Art Thou?",11.091,2000-08-30,7.3,1894
1508,407448,Detroit,9.752,2017-07-28,7.3,763
1509,15384,Red Cliff Part II,9.313,2009-01-07,7.3,178
1510,19666,Lagaan: Once Upon a Time in India,6.082,2001-06-15,7.3,223
1511,13368,White Christmas,7.105,1954-10-14,7.3,212
1512,10234,Funny Games,8.699,1997-05-14,7.3,732
1513,4816,Ghost Dog: The Way of the Samurai,7.97,1999-09-13,7.3,519
1514,114150,Pitch Perfect,14.047,2012-09-28,7.3,4048
1515,1368,First Blood,17.861,1982-10-22,7.3,2660
1516,111969,Stuck in Love,8.394,2012-09-09,7.3,1131
1517,271110,Captain America: Civil War,35.773,2016-04-27,7.3,13187
1518,345,Eyes Wide Shut,15.443,1999-07-16,7.3,2548
1519,37094,Falling Down,9.598,1993-02-26,7.3,1467
1520,37472,Ip Man 2,1.997,2010-04-21,7.3,1016
1521,12207,The Legend of Drunken Master,11.529,1994-02-03,7.3,363
1522,197082,Venus in Fur,5.752,2013-05-28,7.3,324
1523,427,Mon Oncle,6.573,1958-05-10,7.3,181
1524,10149,Smoke,7.058,1995-06-09,7.3,203
1525,30497,The Texas Chain Saw Massacre,9.942,1974-10-01,7.3,1170
1526,381,To Catch a Thief,10.08,1955-08-03,7.3,544
1527,284052,Doctor Strange,32.072,2016-10-25,7.3,11803
1528,116,Match Point,8.54,2005-10-26,7.3,1981
1529,10437,The Muppet Christmas Carol,8.524,1992-12-10,7.3,403
1530,121642,Twice Born,6.219,2012-09-13,7.3,246
1531,457,Sissi,5.867,1955-12-22,7.3,234
1532,44716,In a Better World,5.636,2010-08-26,7.3,181
1533,1813,The Devil's Advocate,17.66,1997-10-17,7.3,2512
1534,1725,West Side Story,8.865,1961-10-18,7.3,777
1535,9589,Christiane F.,7.711,1981-04-01,7.3,528
1536,246,Zatoichi,7.011,2003-09-06,7.3,360
1537,70670,Headhunters,7.816,2011-08-04,7.3,583
1538,319373,Sweet Bean,7.006,2015-05-30,7.3,182
1539,48254,Ovosodo,4.525,1997-09-12,7.3,154
1540,760,The Mad Adventures of Rabbi Jacob,8.149,1973-10-17,7.3,422
1541,8374,The Boondock Saints,9.529,1999-01-22,7.3,1245
1542,242,The Godfather: Part III,15.24,1990-12-24,7.3,2751
1543,22803,Law Abiding Citizen,11.973,2009-10-15,7.3,2478
1544,766,Army of Darkness,11.806,1992-10-09,7.3,1405
1545,9539,Martyrs,6.456,2008-09-03,7.3,1062
1546,152780,The Past,8.977,2013-05-17,7.3,240
1547,520736,Loro 2,7.03,2018-05-10,7.3,204
1548,14736,Love & Basketball,7.104,2000-04-21,7.3,160
1549,87827,Life of Pi,13.368,2012-11-20,7.3,8475
1550,506,Marnie,7.468,1964-07-09,7.3,405
1551,9056,Police Story,10.238,1985-12-14,7.3,246
1552,8681,Taken,14.938,2008-02-18,7.3,6559
1553,4147,Road to Perdition,9.779,2002-07-12,7.3,1770
1554,256040,Bahubali: The Beginning,8.513,2015-07-10,7.3,220
1555,12762,Broadway Danny Rose,6.634,1984-01-27,7.3,183
1556,88,Dirty Dancing,12.685,1987-08-21,7.3,2815
1557,45317,The Fighter,10.468,2010-12-17,7.3,2255
1558,23550,His Secret Life,7.931,2001-03-16,7.3,223
1559,469,Stranger Than Paradise,5.126,1984-10-01,7.3,189
1560,447332,A Quiet Place,27.805,2018-04-03,7.3,5361
1561,146,"Crouching Tiger, Hidden Dragon",11.792,2000-07-06,7.3,1532
1562,11416,The Mission,8.748,1986-09-29,7.3,557
1563,13933,One Man Band,8.141,2005-06-21,7.3,227
1564,39107,Dragon Ball Z: Fusion Reborn,12.827,1995-03-04,7.3,279
1565,5590,Donkey Skin,6.976,1970-12-20,7.3,163
1566,6396,SLC Punk,6.396,1998-09-24,7.3,158
1567,184,Jackie Brown,13.888,1997-12-24,7.3,2870
1568,140,Bad Education,11.236,2004-03-19,7.3,377
1569,15999,Vampire Hunter D: Bloodlust,10.668,2000-08-25,7.3,160
1570,21641,The Damned United,7.177,2009-03-27,7.3,268
1571,10139,Milk,7.664,2008-11-26,7.3,1094
1572,177,The Fisher King,6.579,1991-09-09,7.3,591
1573,325113,A Girl Like Her,5.236,2015-03-27,7.3,161
1574,63310,Bullhead,6.069,2011-02-02,7.3,157
1575,3176,Battle Royale,10.248,2000-12-16,7.3,1662
1576,801,"Good Morning, Vietnam",8.194,1987-12-23,7.3,1164
1577,420622,Professor Marston and the Wonder Women,10.571,2017-10-13,7.3,333
1578,17809,Fist of Legend,6.506,1994-12-22,7.3,195
1579,99861,Avengers: Age of Ultron,54.188,2015-04-22,7.3,12514
1580,239571,The Best of Me,8.573,2014-10-16,7.3,1429
1581,1391,Y Tu Mamá También,8.238,2001-06-08,7.3,570
1582,830,Forbidden Planet,16.128,1956-03-15,7.3,368
1583,16633,Somewhere in Time,7.122,1980-10-02,7.3,179
1584,764,The Evil Dead,11.655,1981-10-15,7.3,1613
1585,866,Finding Neverland,13.447,2004-10-17,7.3,2195
1586,459,Sissi: The Fateful Years of an Empress,8.666,1957-12-18,7.3,177
1587,4771,Gone Baby Gone,10.856,2007-10-19,7.3,1792
1588,10360,Hunger,6.518,2008-05-15,7.3,538
1589,391713,Lady Bird,13.433,2017-09-08,7.3,3642
1590,18947,The Boat That Rocked,9.393,2009-04-01,7.3,1129
1591,794,The Omen,7.12,1976-06-06,7.3,834
1592,2841,A Very Long Engagement,8.575,2004-10-26,7.3,574
1593,6114,Dracula,12.376,1992-11-13,7.3,2167
1594,9361,The Last of the Mohicans,12.865,1992-09-25,7.3,1315
1595,228194,The Hundred-Foot Journey,7.985,2014-08-06,7.3,752
1596,11868,Dracula,7.6,1958-05-08,7.3,190
1597,686,Contact,11.52,1997-07-11,7.3,2115
1598,77016,End of Watch,9.184,2012-09-20,7.3,1718
1599,15196,Clue,8.795,1985-12-13,7.3,597
1600,33511,Nowhere Boy,8.582,2009-12-25,7.3,448
1601,220289,Coherence,9.221,2013-09-19,7.3,1185
1602,11072,Blazing Saddles,9.181,1974-02-07,7.3,915
1603,11450,Quiz Show,8.275,1994-08-25,7.3,403
1604,11101,Stalingrad,9.842,1993-01-21,7.3,193
1605,353081,Mission: Impossible - Fallout,31.592,2018-07-13,7.3,3495
1606,401104,To the Bone,7.328,2017-01-22,7.3,2068
1607,46838,Tucker and Dale vs Evil,11.324,2010-01-22,7.3,1366
1608,104,Run Lola Run,8.53,1998-08-20,7.3,1035
1609,855,Black Hawk Down,13.169,2001-12-28,7.3,2830
1610,375315,The Salesman,7.717,2016-06-24,7.3,360
1611,507076,Climax,15.596,2018-09-19,7.3,264
1612,273481,Sicario,21.937,2015-09-17,7.3,4307
1613,470,21 Grams,9.331,2003-09-06,7.3,1526
1614,922,Dead Man,8.364,1995-12-23,7.3,673
1615,65754,The Girl with the Dragon Tattoo,16.0,2011-12-14,7.3,3822
1616,9550,House of Flying Daggers,7.654,2004-05-19,7.3,730
1617,169881,The Physician,8.27,2013-12-25,7.3,560
1618,551,The Poseidon Adventure,7.712,1972-12-01,7.3,380
1619,298582,Full Out,6.219,2015-09-11,7.3,150
1620,628,Interview with the Vampire,15.995,1994-11-11,7.3,2665
1621,462,Erin Brockovich,7.978,2000-03-17,7.3,1416
1622,10474,The Basketball Diaries,8.128,1995-04-21,7.3,821
1623,56831,The Sunset Limited,6.498,2011-02-12,7.3,190
1624,606,Out of Africa,7.889,1985-12-20,7.3,552
1625,11639,The Dark Crystal,10.995,1982-12-17,7.3,376
1626,2759,"The Adventures of Priscilla, Queen of the Desert",7.171,1994-05-31,7.3,320
1627,10644,The Unbearable Lightness of Being,6.949,1988-02-05,7.3,169
1628,10144,The Little Mermaid,22.273,1989-11-17,7.3,3879
1629,458423,Mamma Mia! Here We Go Again,14.33,2018-07-09,7.3,1489
1630,2028,Say Anything...,9.083,1989-04-14,7.3,397
1631,76589,Justice League: Doom,6.923,2012-02-28,7.3,343
1632,11296,Birdy,6.836,1984-12-14,7.3,199
1633,9652,The Passenger,5.397,1975-02-28,7.3,169
1634,10511,In America,7.313,2003-10-31,7.3,153
1635,814,An American Werewolf in London,8.656,1981-08-21,7.3,948
1636,20312,Interstate 60,9.676,2002-04-13,7.3,246
1637,167073,Brooklyn,9.687,2015-10-20,7.3,1854
1638,114,Pretty Woman,13.477,1990-03-23,7.3,3549
1639,191714,The Lunchbox,6.307,2013-09-20,7.3,339
1640,21348,Kirikou and the Sorceress,7.634,1998-12-09,7.3,546
1641,58857,13 Assassins,6.173,2010-09-09,7.3,504
1642,318846,The Big Short,14.602,2015-12-11,7.3,4434
1643,338766,Hell or High Water,14.074,2016-08-12,7.3,2355
1644,112198,What's in a Name,7.501,2012-04-25,7.3,829
1645,436,Maria Full of Grace,6.972,2004-01-18,7.3,168
1646,3089,Red River,8.249,1948-08-26,7.3,164
1647,17887,Barefoot in the Park,4.673,1967-05-25,7.3,242
1648,119450,Dawn of the Planet of the Apes,26.074,2014-06-26,7.3,6874
1649,205587,The Judge,14.374,2014-10-08,7.3,2244
1650,454983,The Kissing Booth,23.495,2018-05-11,7.3,3061
1651,1640,Crash,11.222,2004-09-10,7.3,1823
1652,403431,Brigsby Bear,6.876,2017-07-27,7.3,175
1653,82690,Wreck-It Ralph,17.438,2012-11-01,7.3,7461
1654,6145,Fracture,8.083,2007-04-20,7.3,1641
1655,26617,Five Easy Pieces,5.517,1970-09-12,7.3,186
1656,10994,White Oleander,6.88,2002-10-11,7.3,177
1657,168259,Furious 7,21.191,2015-04-01,7.3,6314
1658,1433,The Devil's Backbone,8.083,2001-04-20,7.3,516
1659,109445,Frozen,30.219,2013-11-27,7.3,9347
1660,14202,The Painted Veil,12.363,2006-12-09,7.3,548
1661,242643,Batman: Assault on Arkham,6.778,2014-08-12,7.3,501
1662,10860,Steel Magnolias,8.156,1989-11-15,7.3,269
1663,2502,The Bourne Supremacy,18.275,2004-07-23,7.3,4217
1664,338189,It's Only the End of the World,7.225,2016-08-26,7.3,819
1665,15165,Barbie as The Princess & the Pauper,12.062,2004-09-28,7.3,546
1666,299537,Captain Marvel,419.096,2019-03-06,7.3,2896
1667,1544,Imagine Me & You,9.454,2005-02-01,7.3,368
1668,67884,Chinese Take-Out,5.695,2011-03-24,7.3,181
1669,5123,August Rush,8.85,2007-11-21,7.3,1496
1670,53457,Sarah's Key,5.284,2010-09-16,7.3,385
1671,9918,Glory Road,6.606,2006-01-13,7.3,268
1672,399055,The Shape of Water,20.241,2017-12-01,7.3,6858
1673,400617,Phantom Thread,11.136,2017-12-25,7.3,1539
1674,837,Videodrome,10.22,1983-02-04,7.3,856
1675,16307,The Wicker Man,5.306,1973-12-01,7.3,484
1676,180,Minority Report,14.069,2002-06-20,7.3,4406
1677,449749,The Leisure Seeker,7.24,2018-01-03,7.3,223
1678,297762,Wonder Woman,33.98,2017-05-30,7.3,12007
1679,12162,The Hurt Locker,11.399,2008-10-10,7.3,2955
1680,11528,The Sandlot,6.503,1993-04-07,7.3,430
1681,340613,The Wife,15.339,2018-08-02,7.3,389
1682,9609,Of Mice and Men,8.858,1992-09-16,7.3,270
1683,419639,The Thinning,8.131,2016-10-12,7.3,195
1684,81188,Rise of the Guardians,11.751,2012-11-21,7.3,3540
1685,13597,Labyrinth,11.403,1986-06-27,7.3,1029
1686,623,A Fish Called Wanda,9.535,1988-07-15,7.3,946
1687,9267,And Now for Something Completely Different,5.871,1971-09-28,7.3,224
1688,4011,Beetlejuice,22.325,1988-02-29,7.3,2848
1689,2654,In the Mouth of Madness,7.785,1994-12-12,7.3,600
1690,17814,Assault on Precinct 13,7.101,1976-11-05,7.3,407
1691,2756,The Abyss,13.879,1989-08-09,7.3,1309
1692,10925,The Return of the Living Dead,9.579,1985-05-15,7.3,454
1693,4415,Les Misérables,6.725,1998-05-01,7.3,270
1694,2771,American Splendor,6.917,2003-08-15,7.3,188
