,ID,Title,Popularity,Release_Date,Vote_Average,Vote_Count
0,19404,Dilwale Dulhania Le Jayenge,16.808,1995-10-20,9.0,2015
1,278,The Shawshank Redemption,32.926,1994-09-23,8.7,12582
2,238,The Godfather,29.979,1972-03-14,8.6,9630
3,372058,Your Name.,19.244,2016-08-26,8.6,3833
4,424,Schindler's List,22.057,1993-12-15,8.5,7631
5,240,The Godfather: Part II,17.883,1974-12-20,8.5,5617
6,129,Spirited Away,20.765,2001-07-20,8.5,7080
7,324857,Spider-Man: Into the Spider-Verse,126.459,2018-12-07,8.5,2885
8,497,The Green Mile,22.202,1999-12-10,8.4,7878
9,637,Life Is Beautiful,16.009,1997-12-20,8.4,6937
10,680,Pulp Fiction,34.628,1994-09-10,8.4,14586
11,40096,A Dog's Will,6.467,2000-09-15,8.4,405
12,155,The Dark Knight,34.016,2008-07-16,8.4,18266
13,539,Psycho,16.062,1960-06-16,8.4,4667
14,550,Fight Club,31.515,1999-10-15,8.4,15701
15,13,Forrest Gump,26.907,1994-07-06,8.4,14124
16,389,12 Angry Men,19.102,1957-03-25,8.4,3570
17,18491,Neon Genesis Evangelion: The End of Evangelion,10.3,1997-07-19,8.4,299
18,12477,Grave of the Fireflies,0.6,1988-04-16,8.4,1922
19,122,The Lord of the Rings: The Return of the King,40.819,2003-12-01,8.4,12673
20,510,One Flew Over the Cuckoo's Nest,19.023,1975-11-18,8.4,5253
21,769,GoodFellas,17.391,1990-09-12,8.4,5356
22,311,Once Upon a Time in America,15.386,1984-05-23,8.4,2131
23,11216,Cinema Paradiso,9.592,1988-11-17,8.4,1642
24,244786,Whiplash,28.222,2014-10-10,8.4,7569
25,429,"The Good, the Bad and the Ugly",17.372,1966-12-23,8.4,3860
26,901,City Lights,8.56,1931-02-26,8.4,822
27,346,Seven Samurai,13.034,1954-04-26,8.4,1419
28,914,The Great Dictator,9.575,1940-10-15,8.4,1387
29,14537,Harakiri,9.74,1962-09-15,8.4,233
30,452522,Twin Peaks,7.176,1989-12-31,8.4,274
31,517814,Capernaum,20.898,2018-10-06,8.4,187
32,432517,Sherlock: The Final Problem,7.424,2017-01-15,8.4,648
33,598,City of God,12.313,2002-02-05,8.4,3168
34,599,Sunset Boulevard,11.471,1950-08-10,8.4,985
35,73,American History X,14.921,1998-10-30,8.3,5570
36,4935,Howl's Moving Castle,16.793,2004-11-19,8.3,3761
37,313106,Doctor Who: The Day of the Doctor,9.579,2013-11-23,8.3,489
38,128,Princess Mononoke,18.067,1997-07-12,8.3,3569
39,374430,Black Mirror: White Christmas,5.946,2014-12-16,8.3,781
40,1891,The Empire Strikes Back,19.946,1980-05-20,8.3,9464
41,3782,Ikiru,8.194,1952-10-09,8.3,372
42,26451,Investigation of a Citizen Above Suspicion,7.927,1970-02-09,8.3,219
43,290098,The Handmaiden,11.476,2016-06-01,8.3,1133
44,207,Dead Poets Society,15.635,1989-06-02,8.3,5518
45,975,Paths of Glory,11.788,1957-09-18,8.3,1104
46,265177,Mommy,9.58,2014-05-22,8.3,1322
47,20914,My Friends,7.092,1975-06-06,8.3,274
48,11659,The Best of Youth,4.767,2003-05-19,8.3,199
49,567,Rear Window,15.582,1954-08-01,8.3,2763
50,484468,The Wolf's Call,10.338,2019-02-20,8.3,214
51,455661,In a Heartbeat,4.367,2017-06-01,8.3,644
52,37257,Witness for the Prosecution,10.192,1957-12-17,8.3,488
53,797,Persona,9.663,1966-10-18,8.3,685
54,398818,Call Me by Your Name,16.324,2017-09-01,8.3,4609
55,101,Léon: The Professional,23.15,1994-09-14,8.3,7302
56,18148,Tokyo Story,9.5,1953-11-03,8.3,331
57,895,Andrei Rublev,7.724,1966-12-16,8.3,256
58,10376,The Legend of 1900,6.75,1998-10-28,8.3,1066
59,3082,Modern Times,8.799,1936-02-05,8.3,1664
60,423,The Pianist,12.055,2002-09-17,8.3,3745
61,24188,Il Sorpasso,6.418,1962-12-04,8.3,216
62,807,Se7en,23.295,1995-09-22,8.3,10165
63,490132,Green Book,66.879,2018-11-16,8.3,2577
64,120,The Lord of the Rings: The Fellowship of the Ring,42.302,2001-12-18,8.3,13923
65,339877,Loving Vincent,11.106,2017-06-22,8.3,1127
66,24382,Big Deal on Madonna Street,6.161,1958-06-06,8.3,247
67,27205,Inception,33.392,2010-07-15,8.3,21409
68,378064,A Silent Voice,12.027,2016-09-17,8.3,933
69,274,The Silence of the Lambs,4.227,1991-02-01,8.3,8061
70,299536,Avengers: Infinity War,137.906,2018-04-25,8.3,12289
71,1398,Stalker,10.117,1979-04-16,8.3,695
72,121,The Lord of the Rings: The Two Towers,34.478,2002-12-18,8.2,12010
73,335,Once Upon a Time in the West,15.029,1968-12-21,8.2,1944
74,10098,The Kid,6.511,1921-01-21,8.2,782
75,77338,The Intouchables,16.034,2011-11-02,8.2,9500
76,538362,On My Skin,11.473,2018-08-29,8.2,981
77,406997,Wonder,16.667,2017-11-13,8.2,3698
78,105,Back to the Future,20.894,1985-07-03,8.2,10475
79,157336,Interstellar,42.392,2014-11-05,8.2,17858
80,423,The Pianist,12.055,2002-09-17,8.3,3745
81,24188,Il Sorpasso,6.418,1962-12-04,8.3,216
82,807,Se7en,23.295,1995-09-22,8.3,10165
83,490132,Green Book,66.879,2018-11-16,8.3,2577
84,120,The Lord of the Rings: The Fellowship of the Ring,42.302,2001-12-18,8.3,13923
85,339877,Loving Vincent,11.106,2017-06-22,8.3,1127
86,24382,Big Deal on Madonna Street,6.161,1958-06-06,8.3,247
87,27205,Inception,33.392,2010-07-15,8.3,21409
88,378064,A Silent Voice,12.027,2016-09-17,8.3,933
89,274,The Silence of the Lambs,4.227,1991-02-01,8.3,8061
90,299536,Avengers: Infinity War,137.906,2018-04-25,8.3,12289
91,1398,Stalker,10.117,1979-04-16,8.3,695
92,121,The Lord of the Rings: The Two Towers,34.478,2002-12-18,8.2,12010
93,335,Once Upon a Time in the West,15.029,1968-12-21,8.2,1944
94,10098,The Kid,6.511,1921-01-21,8.2,782
95,77338,The Intouchables,16.034,2011-11-02,8.2,9500
96,538362,On My Skin,11.473,2018-08-29,8.2,981
97,406997,Wonder,16.667,2017-11-13,8.2,3698
98,105,Back to the Future,20.894,1985-07-03,8.2,10475
99,157336,Interstellar,42.392,2014-11-05,8.2,17858
100,12493,High and Low,9.265,1963-03-01,8.2,212
101,426,Vertigo,11.887,1958-05-09,8.2,2363
102,19,Metropolis,10.942,1927-01-10,8.2,1118
103,411088,The Invisible Guest,15.06,2016-09-22,8.2,1499
104,1585,It's a Wonderful Life,21.669,1946-12-20,8.2,1932
105,284,The Apartment,11.968,1960-06-15,8.2,863
106,38288,I Corti,5.001,1996-01-01,8.2,215
107,28,Apocalypse Now,16.19,1979-08-15,8.2,3726
108,399106,Piper,6.371,2016-06-16,8.2,837
109,629,The Usual Suspects,15.548,1995-07-19,8.2,5424
110,5156,Bicycle Thieves,6.403,1948-11-24,8.2,853
111,25237,Come and See,8.871,1985-07-01,8.2,312
112,8587,The Lion King,21.228,1994-05-07,8.2,9716
113,110420,Wolf Children,12.425,2012-07-21,8.2,984
114,491480,The Boy Who Harnessed the Wind,28.047,2019-03-01,8.2,167
115,422,8½,7.93,1963-02-14,8.2,804
116,705,All About Eve,9.216,1950-11-09,8.2,650
117,670,Oldboy,14.741,2003-09-28,8.2,3554
118,548,Rashomon,8.456,1950-12-26,8.2,799
119,694,The Shining,19.71,1980-05-22,8.2,8030
120,449176,"Love, Simon",16.273,2018-02-16,8.2,2861
121,77,Memento,11.752,2000-10-11,8.2,7506
122,282848,Doctor Who: The Time of the Doctor,5.199,2013-12-25,8.2,171
123,28422,Love Exposure,6.534,2008-11-29,8.2,160
124,11,Star Wars,34.989,1977-05-25,8.2,11043
125,185,A Clockwork Orange,21.962,1971-12-18,8.2,6348
126,239,Some Like It Hot,11.346,1959-03-18,8.2,1483
127,429210,Bingo: The King of the Mornings,4.651,2017-08-24,8.2,178
128,780,The Passion of Joan of Arc,8.019,1928-04-21,8.2,308
129,9764,Dersu Uzala,5.658,1975-08-02,8.2,156
130,996,Double Indemnity,9.206,1944-04-24,8.2,704
131,992,"Sherlock, Jr.",6.687,1924-04-21,8.2,278
132,490,The Seventh Seal,7.901,1957-02-16,8.2,1102
133,359940,"Three Billboards Outside Ebbing, Missouri",15.6,2017-11-10,8.2,5117
134,470044,The Hate U Give,21.55,2018-10-19,8.2,460
135,498249,Bad Seeds,8.192,2018-11-21,8.2,191
136,92321,Hotarubi no Mori e,0.6,2011-09-17,8.2,259
137,10494,Perfect Blue,8.997,1997-07-25,8.2,613
138,833,Umberto D.,6.542,1952-01-20,8.2,201
139,500,Reservoir Dogs,18.518,1992-09-02,8.2,6782
140,103,Taxi Driver,18.129,1976-02-07,8.1,4936
141,110416,Song of the Sea,8.341,2014-09-06,8.1,669
142,334543,Lion,19.121,2016-11-24,8.1,3648
143,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,10.537,1964-01-29,8.1,2631
144,149871,The Tale of the Princess Kaguya,10.534,2013-11-23,8.1,635
145,354912,Coco,21.491,2017-10-27,8.1,8175
146,654,On the Waterfront,8.805,1954-06-22,8.1,644
147,1124,The Prestige,20.218,2006-10-19,8.1,7810
148,832,M,8.082,1931-05-11,8.1,825
149,11878,Yojimbo,7.494,1961-04-25,8.1,525
150,614,Wild Strawberries,7.453,1957-12-26,8.1,563
151,264644,Room,16.09,2015-10-16,8.1,5108
152,8392,My Neighbor Totoro,23.344,1988-04-16,8.1,3095
153,14696,Ugetsu,7.52,1953-03-26,8.1,178
154,19542,The Red Shoes,6.972,1948-07-20,8.1,215
155,872,Singin' in the Rain,11.362,1952-04-10,8.1,1344
156,28978,The Circus,6.806,1928-01-06,8.1,242
157,50014,The Help,10.22,2011-08-09,8.1,3752
158,237791,The Way He Looks,5.524,2014-03-28,8.1,549
159,961,The General,7.913,1926-12-31,8.1,428
160,289,Casablanca,10.415,1942-11-26,8.1,2418
161,1422,The Departed,20.428,2006-10-05,8.1,7546
162,10242,What Ever Happened to Baby Jane?,8.897,1962-10-31,8.1,409
163,111,Scarface,17.812,1983-12-08,8.1,5179
164,16869,Inglourious Basterds,21.866,2009-08-18,8.1,11408
165,98,Gladiator,18.249,2000-05-01,8.1,9288
166,147,The 400 Blows,7.207,1959-05-04,8.1,727
167,424694,Bohemian Rhapsody,70.649,2018-10-24,8.1,6473
168,29264,The Exterminating Angel,7.188,1962-05-16,8.1,230
169,439,La Dolce Vita,9.453,1960-02-05,8.1,633
170,1396,Mirror,8.539,1975-03-07,8.1,292
171,92060,Michael Jackson's Thriller,5.779,1983-11-14,8.1,206
172,15,Citizen Kane,14.431,1941-04-30,8.1,2284
173,360814,Dangal,7.207,2016-12-21,8.1,330
174,843,In the Mood for Love,10.834,2000-05-22,8.1,769
175,655,"Paris, Texas",7.915,1984-05-19,8.1,540
176,600,Full Metal Jacket,16.253,1987-06-26,8.1,4922
177,1092,The Third Man,10.26,1949-08-31,8.1,747
178,307,"Rome, Open City",6.477,1945-09-27,8.1,278
179,140420,Paperman,6.289,2012-11-02,8.1,1089
180,857,Saving Private Ryan,23.753,1998-07-24,8.1,8082
181,7345,There Will Be Blood,13.033,2007-12-28,8.1,2741
182,11324,Shutter Island,16.844,2010-02-14,8.1,12043
183,3090,The Treasure of the Sierra Madre,10.871,1948-01-24,8.1,462
184,1394,Nostalgia,5.921,1983-05-01,8.1,170
185,603,The Matrix,29.673,1999-03-30,8.1,13860
186,12445,Harry Potter and the Deathly Hallows: Part 2,33.548,2011-07-07,8.1,11045
187,18438,Castaway on the Moon,6.166,2009-05-14,8.1,247
188,11423,Memories of Murder,11.304,2003-04-24,8.1,799
189,11712,Sanjuro,5.643,1962-01-01,8.1,194
190,38,Eternal Sunshine of the Spotless Mind,12.885,2004-03-19,8.1,7083
191,205596,The Imitation Game,22.889,2014-11-14,8.1,9973
192,582,The Lives of Others,10.458,2006-03-15,8.1,1622
193,28971,Limelight,6.93,1952-10-31,8.1,185
194,387,Das Boot,16.531,1981-09-16,8.1,935
195,9277,The Sting,10.067,1973-12-25,8.1,1082
196,46738,Incendies,9.383,2010-09-04,8.1,975
197,489,Good Will Hunting,14.385,1997-12-05,8.1,5431
198,348,Alien,20.632,1979-05-25,8.1,7276
199,324786,Hacksaw Ridge,22.298,2016-10-07,8.1,6330
200,19404,Dilwale Dulhania Le Jayenge,16.808,1995-10-20,9.0,2015
201,278,The Shawshank Redemption,32.926,1994-09-23,8.7,12582
202,238,The Godfather,29.979,1972-03-14,8.6,9630
203,372058,Your Name.,19.244,2016-08-26,8.6,3833
204,424,Schindler's List,22.057,1993-12-15,8.5,7631
205,240,The Godfather: Part II,17.883,1974-12-20,8.5,5617
206,129,Spirited Away,20.765,2001-07-20,8.5,7080
207,324857,Spider-Man: Into the Spider-Verse,126.459,2018-12-07,8.5,2885
208,497,The Green Mile,22.202,1999-12-10,8.4,7878
209,637,Life Is Beautiful,16.009,1997-12-20,8.4,6937
210,680,Pulp Fiction,34.628,1994-09-10,8.4,14586
211,40096,A Dog's Will,6.467,2000-09-15,8.4,405
212,155,The Dark Knight,34.016,2008-07-16,8.4,18266
213,539,Psycho,16.062,1960-06-16,8.4,4667
214,550,Fight Club,31.515,1999-10-15,8.4,15701
215,13,Forrest Gump,26.907,1994-07-06,8.4,14124
216,389,12 Angry Men,19.102,1957-03-25,8.4,3570
217,18491,Neon Genesis Evangelion: The End of Evangelion,10.3,1997-07-19,8.4,299
218,12477,Grave of the Fireflies,0.6,1988-04-16,8.4,1922
219,122,The Lord of the Rings: The Return of the King,40.819,2003-12-01,8.4,12673
220,510,One Flew Over the Cuckoo's Nest,19.023,1975-11-18,8.4,5253
221,769,GoodFellas,17.391,1990-09-12,8.4,5356
222,311,Once Upon a Time in America,15.386,1984-05-23,8.4,2131
223,11216,Cinema Paradiso,9.592,1988-11-17,8.4,1642
224,244786,Whiplash,28.222,2014-10-10,8.4,7569
225,429,"The Good, the Bad and the Ugly",17.372,1966-12-23,8.4,3860
226,901,City Lights,8.56,1931-02-26,8.4,822
227,346,Seven Samurai,13.034,1954-04-26,8.4,1419
228,914,The Great Dictator,9.575,1940-10-15,8.4,1387
229,14537,Harakiri,9.74,1962-09-15,8.4,233
230,452522,Twin Peaks,7.176,1989-12-31,8.4,274
231,517814,Capernaum,20.898,2018-10-06,8.4,187
232,432517,Sherlock: The Final Problem,7.424,2017-01-15,8.4,648
233,598,City of God,12.313,2002-02-05,8.4,3168
234,599,Sunset Boulevard,11.471,1950-08-10,8.4,985
235,73,American History X,14.921,1998-10-30,8.3,5570
236,4935,Howl's Moving Castle,16.793,2004-11-19,8.3,3761
237,313106,Doctor Who: The Day of the Doctor,9.579,2013-11-23,8.3,489
238,128,Princess Mononoke,18.067,1997-07-12,8.3,3569
239,374430,Black Mirror: White Christmas,5.946,2014-12-16,8.3,781
240,1891,The Empire Strikes Back,19.946,1980-05-20,8.3,9464
241,3782,Ikiru,8.194,1952-10-09,8.3,372
242,26451,Investigation of a Citizen Above Suspicion,7.927,1970-02-09,8.3,219
243,290098,The Handmaiden,11.476,2016-06-01,8.3,1133
244,207,Dead Poets Society,15.635,1989-06-02,8.3,5518
245,975,Paths of Glory,11.788,1957-09-18,8.3,1104
246,265177,Mommy,9.58,2014-05-22,8.3,1322
247,20914,My Friends,7.092,1975-06-06,8.3,274
248,11659,The Best of Youth,4.767,2003-05-19,8.3,199
249,567,Rear Window,15.582,1954-08-01,8.3,2763
250,484468,The Wolf's Call,10.338,2019-02-20,8.3,214
251,455661,In a Heartbeat,4.367,2017-06-01,8.3,644
252,37257,Witness for the Prosecution,10.192,1957-12-17,8.3,488
253,797,Persona,9.663,1966-10-18,8.3,685
254,398818,Call Me by Your Name,16.324,2017-09-01,8.3,4609
255,101,Léon: The Professional,23.15,1994-09-14,8.3,7302
256,18148,Tokyo Story,9.5,1953-11-03,8.3,331
257,895,Andrei Rublev,7.724,1966-12-16,8.3,256
258,10376,The Legend of 1900,6.75,1998-10-28,8.3,1066
259,3082,Modern Times,8.799,1936-02-05,8.3,1664
260,423,The Pianist,12.055,2002-09-17,8.3,3745
261,24188,Il Sorpasso,6.418,1962-12-04,8.3,216
262,807,Se7en,23.295,1995-09-22,8.3,10165
263,490132,Green Book,66.879,2018-11-16,8.3,2577
264,120,The Lord of the Rings: The Fellowship of the Ring,42.302,2001-12-18,8.3,13923
265,339877,Loving Vincent,11.106,2017-06-22,8.3,1127
266,24382,Big Deal on Madonna Street,6.161,1958-06-06,8.3,247
267,27205,Inception,33.392,2010-07-15,8.3,21409
268,378064,A Silent Voice,12.027,2016-09-17,8.3,933
269,274,The Silence of the Lambs,4.227,1991-02-01,8.3,8061
270,299536,Avengers: Infinity War,137.906,2018-04-25,8.3,12289
271,1398,Stalker,10.117,1979-04-16,8.3,695
272,121,The Lord of the Rings: The Two Towers,34.478,2002-12-18,8.2,12010
273,335,Once Upon a Time in the West,15.029,1968-12-21,8.2,1944
274,10098,The Kid,6.511,1921-01-21,8.2,782
275,77338,The Intouchables,16.034,2011-11-02,8.2,9500
276,538362,On My Skin,11.473,2018-08-29,8.2,981
277,406997,Wonder,16.667,2017-11-13,8.2,3698
278,105,Back to the Future,20.894,1985-07-03,8.2,10475
279,157336,Interstellar,42.392,2014-11-05,8.2,17858
280,12493,High and Low,9.265,1963-03-01,8.2,212
281,426,Vertigo,11.887,1958-05-09,8.2,2363
282,19,Metropolis,10.942,1927-01-10,8.2,1118
283,411088,The Invisible Guest,15.06,2016-09-22,8.2,1499
284,1585,It's a Wonderful Life,21.669,1946-12-20,8.2,1932
285,284,The Apartment,11.968,1960-06-15,8.2,863
286,38288,I Corti,5.001,1996-01-01,8.2,215
287,28,Apocalypse Now,16.19,1979-08-15,8.2,3726
288,399106,Piper,6.371,2016-06-16,8.2,837
289,629,The Usual Suspects,15.548,1995-07-19,8.2,5424
290,5156,Bicycle Thieves,6.403,1948-11-24,8.2,853
291,25237,Come and See,8.871,1985-07-01,8.2,312
292,8587,The Lion King,21.228,1994-05-07,8.2,9716
293,110420,Wolf Children,12.425,2012-07-21,8.2,984
294,491480,The Boy Who Harnessed the Wind,28.047,2019-03-01,8.2,167
295,422,8½,7.93,1963-02-14,8.2,804
296,705,All About Eve,9.216,1950-11-09,8.2,650
297,670,Oldboy,14.741,2003-09-28,8.2,3554
298,548,Rashomon,8.456,1950-12-26,8.2,799
299,694,The Shining,19.71,1980-05-22,8.2,8030
300,449176,"Love, Simon",16.273,2018-02-16,8.2,2861
301,77,Memento,11.752,2000-10-11,8.2,7506
302,282848,Doctor Who: The Time of the Doctor,5.199,2013-12-25,8.2,171
303,28422,Love Exposure,6.534,2008-11-29,8.2,160
304,11,Star Wars,34.989,1977-05-25,8.2,11043
305,185,A Clockwork Orange,21.962,1971-12-18,8.2,6348
306,239,Some Like It Hot,11.346,1959-03-18,8.2,1483
307,429210,Bingo: The King of the Mornings,4.651,2017-08-24,8.2,178
308,780,The Passion of Joan of Arc,8.019,1928-04-21,8.2,308
309,9764,Dersu Uzala,5.658,1975-08-02,8.2,156
310,996,Double Indemnity,9.206,1944-04-24,8.2,704
311,992,"Sherlock, Jr.",6.687,1924-04-21,8.2,278
312,490,The Seventh Seal,7.901,1957-02-16,8.2,1102
313,359940,"Three Billboards Outside Ebbing, Missouri",15.6,2017-11-10,8.2,5117
314,470044,The Hate U Give,21.55,2018-10-19,8.2,460
315,498249,Bad Seeds,8.192,2018-11-21,8.2,191
316,92321,Hotarubi no Mori e,0.6,2011-09-17,8.2,259
317,10494,Perfect Blue,8.997,1997-07-25,8.2,613
318,833,Umberto D.,6.542,1952-01-20,8.2,201
319,500,Reservoir Dogs,18.518,1992-09-02,8.2,6782
320,103,Taxi Driver,18.129,1976-02-07,8.1,4936
321,110416,Song of the Sea,8.341,2014-09-06,8.1,669
322,334543,Lion,19.121,2016-11-24,8.1,3648
323,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,10.537,1964-01-29,8.1,2631
324,149871,The Tale of the Princess Kaguya,10.534,2013-11-23,8.1,635
325,354912,Coco,21.491,2017-10-27,8.1,8175
326,654,On the Waterfront,8.805,1954-06-22,8.1,644
327,1124,The Prestige,20.218,2006-10-19,8.1,7810
328,832,M,8.082,1931-05-11,8.1,825
329,11878,Yojimbo,7.494,1961-04-25,8.1,525
330,614,Wild Strawberries,7.453,1957-12-26,8.1,563
331,264644,Room,16.09,2015-10-16,8.1,5108
332,8392,My Neighbor Totoro,23.344,1988-04-16,8.1,3095
333,14696,Ugetsu,7.52,1953-03-26,8.1,178
334,19542,The Red Shoes,6.972,1948-07-20,8.1,215
335,872,Singin' in the Rain,11.362,1952-04-10,8.1,1344
336,28978,The Circus,6.806,1928-01-06,8.1,242
337,50014,The Help,10.22,2011-08-09,8.1,3752
338,237791,The Way He Looks,5.524,2014-03-28,8.1,549
339,961,The General,7.913,1926-12-31,8.1,428
340,289,Casablanca,10.415,1942-11-26,8.1,2418
341,1422,The Departed,20.428,2006-10-05,8.1,7546
342,10242,What Ever Happened to Baby Jane?,8.897,1962-10-31,8.1,409
343,111,Scarface,17.812,1983-12-08,8.1,5179
344,16869,Inglourious Basterds,21.866,2009-08-18,8.1,11408
345,98,Gladiator,18.249,2000-05-01,8.1,9288
346,147,The 400 Blows,7.207,1959-05-04,8.1,727
347,424694,Bohemian Rhapsody,70.649,2018-10-24,8.1,6473
348,29264,The Exterminating Angel,7.188,1962-05-16,8.1,230
349,439,La Dolce Vita,9.453,1960-02-05,8.1,633
350,1396,Mirror,8.539,1975-03-07,8.1,292
351,92060,Michael Jackson's Thriller,5.779,1983-11-14,8.1,206
352,15,Citizen Kane,14.431,1941-04-30,8.1,2284
353,360814,Dangal,7.207,2016-12-21,8.1,330
354,843,In the Mood for Love,10.834,2000-05-22,8.1,769
355,655,"Paris, Texas",7.915,1984-05-19,8.1,540
356,600,Full Metal Jacket,16.253,1987-06-26,8.1,4922
357,1092,The Third Man,10.26,1949-08-31,8.1,747
358,307,"Rome, Open City",6.477,1945-09-27,8.1,278
359,140420,Paperman,6.289,2012-11-02,8.1,1089
360,857,Saving Private Ryan,23.753,1998-07-24,8.1,8082
361,7345,There Will Be Blood,13.033,2007-12-28,8.1,2741
362,11324,Shutter Island,16.844,2010-02-14,8.1,12043
363,3090,The Treasure of the Sierra Madre,10.871,1948-01-24,8.1,462
364,1394,Nostalgia,5.921,1983-05-01,8.1,170
365,603,The Matrix,29.673,1999-03-30,8.1,13860
366,12445,Harry Potter and the Deathly Hallows: Part 2,33.548,2011-07-07,8.1,11045
367,18438,Castaway on the Moon,6.166,2009-05-14,8.1,247
368,11423,Memories of Murder,11.304,2003-04-24,8.1,799
369,11712,Sanjuro,5.643,1962-01-01,8.1,194
370,38,Eternal Sunshine of the Spotless Mind,12.885,2004-03-19,8.1,7083
371,205596,The Imitation Game,22.889,2014-11-14,8.1,9973
372,582,The Lives of Others,10.458,2006-03-15,8.1,1622
373,28971,Limelight,6.93,1952-10-31,8.1,185
374,387,Das Boot,16.531,1981-09-16,8.1,935
375,9277,The Sting,10.067,1973-12-25,8.1,1082
376,46738,Incendies,9.383,2010-09-04,8.1,975
377,489,Good Will Hunting,14.385,1997-12-05,8.1,5431
378,348,Alien,20.632,1979-05-25,8.1,7276
379,324786,Hacksaw Ridge,22.298,2016-10-07,8.1,6330
380,11645,Ran,9.004,1985-06-01,8.1,568
381,2517,Nobody Knows,6.976,2004-08-07,8.1,155
382,11104,Chungking Express,9.066,1994-07-14,8.1,452
383,110,Three Colors: Red,7.943,1994-05-27,8.1,483
384,1059,The Hidden Fortress,6.953,1958-12-28,8.0,194
385,103663,The Hunt,9.126,2012-08-28,8.0,1557
386,595,To Kill a Mockingbird,10.459,1962-12-25,8.0,1254
387,204,The Wages of Fear,8.65,1953-04-21,8.0,302
388,315465,The Boy and the Beast,6.823,2015-07-11,8.0,618
389,160885,Tel chi el telùn,4.523,2009-03-01,8.0,192
390,19426,Nights of Cabiria,6.507,1957-10-03,8.0,223
391,1955,The Elephant Man,9.462,1980-10-02,8.0,1402
392,662,La Jetée,6.093,1962-02-16,8.0,297
393,378108,In This Corner of the World,7.263,2016-11-12,8.0,162
394,10997,Farewell My Concubine,9.285,1993-09-16,8.0,184
395,62,2001: A Space Odyssey,23.344,1968-04-09,8.0,5581
396,310569,The Second Mother,6.566,2015-02-08,8.0,331
397,120467,The Grand Budapest Hotel,15.731,2014-02-26,8.0,7749
398,7347,Elite Squad,9.224,2007-10-12,8.0,953
399,521,Dial M for Murder,15.623,1954-05-29,8.0,1012
400,775,A Trip to the Moon,8.339,1902-09-01,8.0,654
401,32085,Vincent,5.394,1982-01-01,8.0,418
402,1580,Rope,8.685,1948-08-26,8.0,1036
403,821,Judgment at Nuremberg,7.164,1961-12-01,8.0,278
404,42229,A Special Day,7.292,1977-08-11,8.0,217
405,3112,The Night of the Hunter,8.219,1955-08-26,8.0,616
406,37165,The Truman Show,15.874,1998-06-04,8.0,8908
407,641,Requiem for a Dream,4.73,2000-10-06,8.0,4631
408,14,American Beauty,16.998,1999-09-15,8.0,6226
409,303867,World of Tomorrow,4.165,2015-03-05,8.0,156
410,666,Central Station,4.97,1998-11-20,8.0,271
411,25538,Yi Yi,8.175,2000-09-20,8.0,156
412,430424,See You Up There,8.444,2017-10-25,8.0,597
413,381284,Hidden Figures,18.72,2016-12-10,8.0,4507
414,83564,La Luna,7.392,2011-01-01,8.0,380
415,505192,Shoplifters,20.149,2018-06-02,8.0,375
416,1626,Vivre Sa Vie,6.438,1962-08-28,8.0,206
417,2721,Z,5.555,1969-02-26,8.0,157
418,279,Amadeus,8.151,1984-10-26,8.0,1958
419,406,La Haine,11.663,1995-05-31,8.0,1372
420,68718,Django Unchained,17.905,2012-12-25,8.0,15148
421,38286,Tre Uomini e una Gamba,6.4,1997-12-27,8.0,1003
422,12104,Pink Floyd - The Wall,7.286,1982-07-14,8.0,616
423,17295,The Battle of Algiers,8.27,1966-09-08,8.0,271
424,316029,The Greatest Showman,19.461,2017-12-20,8.0,4862
425,3083,Mr. Smith Goes to Washington,9.223,1939-10-19,8.0,432
426,29845,A Woman Under the Influence,6.781,1974-09-19,8.0,150
427,146233,Prisoners,12.922,2013-09-18,8.0,5559
428,11778,The Deer Hunter,11.581,1978-12-08,8.0,1666
429,369557,Sing Street,7.47,2016-03-11,8.0,1156
430,15244,A Man Escaped,4.121,1956-11-11,8.0,158
431,393729,Divines,5.444,2016-08-31,8.0,310
432,10404,Raise the Red Lantern,8.073,1991-12-20,8.0,264
433,100,"Lock, Stock and Two Smoking Barrels",7.199,1998-03-05,8.0,2879
434,1892,Return of the Jedi,11.457,1983-05-23,8.0,7802
435,7508,Taare Zameen Par,6.757,2007-12-21,8.0,364
436,631,Sunrise: A Song of Two Humans,6.216,1927-11-04,8.0,294
437,11656,The Virgin Spring,5.483,1960-02-08,8.0,209
438,28178,Hachi: A Dog's Tale,13.254,2009-06-13,8.0,3440
439,947,Lawrence of Arabia,10.093,1962-12-10,8.0,1371
440,10238,Cries and Whispers,6.504,1972-12-21,8.0,221
441,8422,Rocco and His Brothers,6.437,1960-10-06,8.0,158
442,21634,Prayers for Bobby,6.69,2009-02-27,8.0,210
443,962,The Gold Rush,8.915,1925-06-25,8.0,580
444,5511,Le Samouraï,9.028,1967-10-25,8.0,338
445,336804,Mustang,6.832,2015-06-17,8.0,691
446,396,Who's Afraid of Virginia Woolf?,6.461,1966-06-21,8.0,327
447,113833,The Normal Heart,8.129,2014-05-25,8.0,541
448,334533,Captain Fantastic,13.743,2016-07-02,8.0,3305
449,31442,Ivan's Childhood,4.951,1962-05-05,8.0,219
450,565179,Romulus & Remus: The First King,7.803,2019-01-31,8.0,199
